"produkt_id";"sku";"cena";"ilosc"
15727430;DL-T110II-TW-XEE3V2-300SAS-NOCOA;;18
15726155;60396;;1
15727611;LN-D20-TW-XEE-500-RW-W7PR;;0
15727612;LN-D30-TW-XEE5-500-RW-W7PR;;0
15727613;LN-E30-TW-XEE3-500-RW-W7PR;;1
15727614;LN-M700-DT-I56-260-RW-W10PR;1565.55;0
15727615;LN-M81-DT-I32-250-RW-W7HP;;0
22682280;57400;;0
15727428;DL-GX620-DT-PD-XPPR;;0
15726144;60374;;1
15727603;LCD-PH-241S4-KLA;314.04;69
15726993;63602;;1
22682294;57886;;0
15727427;DL-990-US-I52-W7PR;;0
15726138;60360;1218.08;1
15726139;60362;;1
15726142;60368;;1
15727594;LCD-HP-ZR2330W-KLB;;0
15727595;LCD-HP-ZR2440-KLA;;0
15727596;LCD-HP-ZR2440W-KLC;;0
15727597;LCD-LN-LT2252P-KLAM;28.22;0
15726992;63600;;1
22682311;58094;;0
15727425;DL-990-US-I52-320-DVD-W7PR;;0
15725856;59406;1067.22;1
15727583;LCD-HP-2211X-KLAM;;1
15727423;DL-990-US-I52-250-RW-W7PR;;0
15727424;DL-990-US-I52-250-W7PR;;0
15726571;61632;1322.22;0
15727573;LCD-DL-U2410F-KLC;;0
15727575;LCD-DL-U2412-KLAM;;0
15727577;LCD-EZ-EV2416W-KLA;;25
22682324;58318;;0
15727422;DL-990-US-I52-250-DVD-W7PR;;0
15726126;60338;;1
22682345;58644;;0
22682344;58642;;0
15727565;LCD-DL-P2414HB-KLB;;1
15727566;LCD-DL-P2414HB-KLC;;1
15727568;LCD-DL-U2212HM-KLA;;1
15727571;LCD-DL-U2410F-KLA;;0
15727572;LCD-DL-U2410F-KLAM;;0
15727564;LCD-DL-P2414HB-KLA;;0
15726731;62362;;1
22682176;52914;;0
15726125;60336;;1
15727421;DL-990-SL-I72-W7PR;;0
23787142;104862;675.55;1
17204797;59288;444.44;0
15727563;LCD-DL-P2314HT-KLAM;205.05;0
22682793;60972;;0
22682788;60958;;0
15726730;62360;;1
15727420;DL-990-SL-I72-NOCOA;;0
15726123;60332;;1
23702857;104832;722.22;8
15726728;62356;;1
22682223;55760;;0
16642012;64440;548.44;0
22682293;57878;;0
15727557;LCD-DL-P2212H-KLA;;0
22682847;61388;;0
15726727;62354;332.22;0
15727419;DL-990-SL-I72-500-RW-W7PR;;0
13967042;62198;658.55;0
13967318;65026;444.44;10
13968511;56858;515.05;0
13969503;56162;415.05;1
22682712;60644;;0
15726977;63572;;0
15726978;63574;;1
15726979;63576;;1
15726980;63578;675.55;1
16916209;60102;468.55;0
22682846;61386;;0
15726726;62352;;1
13970350;61354;1.0;0
13970692;61346;582.22;5
13971032;61502;562.22;0
13971612;56852;382.22;0
13971933;56854;342.22;0
13972359;65308;2298.88;0
13973667;61504;562.22;0
13974186;62206;658.55;0
15726975;63568;;1
16137078;66360;678.55;0
15725975;60038;;1
22682634;60318;;0
15727418;DL-990-SL-I72-250-RW-W7PR;888.88;1
13975445;61308;522.22;0
13978866;59438;665.55;0
13979195;57452;728.22;0
13979507;57842;942.22;23
13979849;60370;1.0;0
13980351;57796;748.44;0
13980605;;;5851
15726973;63564;;1
15726386;61010;;1
15771712;63550;418.08;0
15725603;58612;;1
15725320;56688;;1
15725313;56674;;1
15725380;56864;;1
15725406;57280;;1
15727416;DL-980-SL-I35-160SSD-RW-W7PR;;1
15727417;DL-990-SL-I52-W7PR;;1
22682201;55034;;0
15725673;59042;;0
15725335;56718;;1
15725216;56476;642.22;0
15725138;55996;;1
15725606;58620;444.44;0
15725973;60034;;1
15725199;56378;;1
22682310;58088;;0
22682636;60322;;0
15725137;55990;;1
15726972;63562;;1
22683176;64454;;0
15726724;62348;;1
19660480;70026;1998.55;0
15726723;62346;;1
22682701;60586;;0
15725652;59000;;1
15724943;53712;;1
15724961;54674;;1
22682273;57300;;0
15726971;63560;;1
22682633;60316;;0
22682806;61018;;0
15725140;56000;;1
15725217;56478;;1
15725276;56600;;1
15725151;56042;;1
22682270;57256;;0
15725378;56860;;2
15727550;HP-Z440-TW-XEE5V3-256SSD-RW-W7PR;;18
15727551;HP-Z600-TW-XEE-1000-RW-NOCOA;798.55;0
15725336;56720;;1
22682738;60724;;0
22682723;60672;;0
15726968;63554;;1
15727546;HP-Z230-DT-I54-500-W7HE;;0
15727547;HP-Z400-TW-XEW-500-RW-W7PR;518.05;0
15727549;HP-Z420-TW-XEE5-250-RW-W7PR;;0
15726722;62344;;1
15726956;63532;;1
15726957;63534;;1
22682842;61378;;0
15726960;63538;328.22;0
15726961;63540;298.88;0
15726963;63544;;1
15725972;60032;1465.55;0
15726382;60986;;1
15726949;62796;;1
15726942;62782;;1
15726943;62784;;1
15772909;62692;898.88;0
15726923;62746;;1
15726924;62748;;1
15726925;62750;;1
15726926;62752;;1
15726928;62756;;1
15726721;62342;;1
15726381;60984;322.22;0
15726914;62728;;0
15726916;62732;;1
15726917;62734;;1
15726918;62736;;1
15726919;62738;;1
15726920;62740;;1
15726921;62742;1018.08;2
15726922;62744;;1
22682571;60092;;0
15726720;62340;;1
15726379;60980;;1
15726380;60982;333.33;1
15726907;62716;;1
15726908;62718;;1
15726909;62720;;1
15726910;62722;;1
15727543;HP-DC7900-DT-E8-320-RW-VST;;1
15727544;HP-RP5700-DT-C2D-W7PR;;0
15727545;HP-Z210-TW-I32-500-RW-W7PR;382.22;0
22682389;59104;;0
15726906;62714;;1
15727539;HP-DC7900-DT-CEL-160-RW-VST;;0
15727540;HP-DC7900-DT-E8-160-RW-VST;;1
15727542;HP-DC7900-DT-E8-250-RW-VST;128.22;1
15726377;60976;318.08;1
15726897;62696;;1
15726899;62700;;1
15726900;62702;;1
15726901;62704;;1
15726902;62706;;1
15726903;62708;;1
15726904;62710;;9
15726905;62712;;1
15726893;62688;;0
15726894;62690;;1
22682631;60312;;0
22682629;60306;;0
22682627;60302;;0
22682628;60304;;0
22682602;60212;;0
22682617;60284;;0
22682618;60290;;0
15726887;62678;1182.22;0
22682624;60298;;0
15726716;62332;748.44;0
15726869;62642;857.55;0
15726872;62648;;1
22682597;60204;;0
15726876;62656;;1
22682619;60292;;0
15694737;65080;272.22;0
20338172;70622;1195.55;0
20555572;70534;1198.88;0
20338190;70628;1195.55;0
16964548;62786;605.05;0
16964566;60098;544.44;1
16964971;59138;598.88;0
16964410;62774;385.55;0
16965212;62766;385.55;0
16964019;62242;318.08;0
16964040;62264;358.55;0
16964098;59122;458.55;6
16963824;59106;895.55;0
16965355;58574;368.55;0
16964829;58510;588.88;0
16964946;58518;615.05;1
15659277;67548;1522.22;0
15659889;67538;745.44;0
15655164;48314;1315.05;69
15654845;48310;688.55;1
16642153;64446;322.22;0
15651082;48312;462.22;0
16642134;64444;888.88;0
21655647;103334;1595.55;0
15727623;LN-M82-DT-PEN6-500-DVD-W7PR;192.22;8
20627647;70512;1232.22;0
21647717;103376;1555.55;0
20943817;DL-7010-TW-I33-1000-RW-NC+1;642.22;0
16965811;59526;448.44;0
16964480;60386;462.22;0
16964484;59794;322.22;0
16965241;60720;478.55;1
16965277;56312;598.88;1
16965292;61656;444.44;0
24190178;FJ-P520-TW-PEN3-250-RW-W8PR+8;838.88;59
16965325;56314;608.08;0
16964332;60288;384.22;0
16965152;60730;398.88;0
16965068;62768;388.88;0
16965107;57492;375.55;0
16965137;57232;382.22;0
16965655;58704;468.55;0
16965619;60402;872.22;1
16964362;59792;318.08;0
16964057;58590;822.22;0
16963884;57226;1095.55;0
24189788;FJ-P520-TW-PEN3-250-RW-W8PR+6;598.88;59
16963854;57220;1218.08;0
16963808;57238;305.05;0
18562847;68392;666.66;0
17420391;67074;418.08;0
17405924;66212;798.88;1
15516769;67554;1888.88;0
16055587;65750;528.22;0
17436962;66066;528.22;0
15521798;67478;872.22;0
19113313;48310+1+5;852.22;1
15520840;67484;1125.22;22
18740204;68632;498.88;0
20546955;70560;1065.55;0
17632291;65984;468.55;2
16800951;65992;532.22;2
17043582;52094;868.55;0
17032340;LCD-DL-U2412-KLA;542.22;116
17044757;61552;1398.88;0
19112801;48310+4;888.88;1
17040970;59208;898.88;0
17041498;61024;592.22;0
17040942;59198;698.88;0
17040887;62280;562.22;0
17043602;62744;1644.44;0
17040921;62300;597.22;0
17050578;59152;388.88;0
17050982;60148;578.55;1
17048440;60138;588.22;1
17043246;62332;942.22;0
17216866;68022;342.22;0
17043992;60704;288.55;0
17047231;61632;1855.55;0
17216941;68026;282.22;0
16965404;61404;318.05;0
16615397;63996;998.88;0
16925015;60160;555.55;3
18676752;68602;745.44;0
18676561;68692;648.44;1
18676573;60590;398.88;0
18676376;67092;1998.88;0
19502152;70000;752.22;1
20326311;DL-7010-SL-I32-250-RW-W7PR;;0
22682465;59470;;0
15725669;59034;;1
22682473;59484;;0
22682474;59486;;0
15725674;59044;;1
15725000;55126;;1
22682157;102758;;0
22682185;53816;;0
15725103;55914;;1
15725104;55916;;1
15725274;56596;;1
15725277;56602;;1
15725286;56620;352.22;35
15725281;56610;;1
15725288;56624;;1
15725289;56626;;1
22682388;59102;;0
15725101;55908;;1
15725107;55922;;1
15725112;55934;;1
22682195;54920;;0
15725638;58972;408.08;20
15725292;56632;;1
15725303;56654;;1
22682613;60236;;0
22682510;59798;;0
15725602;58608;;1
15725766;59228;542.22;1
22682728;60686;;0
22682347;58652;;0
15724914;45422;;1
15724915;45528;;1
15725099;55904;;1
15725749;59194;;1
15725442;57430;642.22;0
15725201;56388;;1
15725389;57198;555.55;1
15725314;56676;;1
15725315;56678;;1
15725316;56680;;1
15725399;57244;;1
15725294;56636;;1
15725295;56638;;1
15725715;59128;;1
15725716;59130;;1
15725321;56690;;1
15725322;56692;;1
15725221;56488;;1
15725317;56682;308.05;0
15725305;56658;;1
22682306;58012;;0
15725143;56006;;1
15725241;56532;;1
15725110;55932;;1
15725712;59122;;6
15725713;59124;;1
22682175;52616;;0
15725095;55896;272.22;0
15725224;56498;647.44;2
15725333;56714;;1
15725222;56490;;1
15725342;56732;;1
15725312;56672;;1
15725223;56492;;1
15725455;57850;1118.08;1
15725456;57856;;1
22682357;59002;;0
15724928;52178;;1
15725637;58970;;1
15725714;59126;;1
15725109;55930;;1
22682242;56360;;0
22682187;53844;;0
15725240;56530;;1
15725627;58952;372.22;0
15725426;57332;532.22;0
15725427;57334;;0
22682599;60208;;0
15724984;55050;;1
15725291;56630;415.05;0
15725433;57368;;1
15724985;55052;;1
15725446;57446;;1
15725423;57326;;1
22682827;61344;;0
15725625;58948;;0
15724959;54616;;1
15725425;57330;;1
15725435;57372;767.55;0
15725218;56482;;1
22682552;60056;;0
22682804;61016;;0
15725431;57362;428.22;1
17820163;66110;855.55;0
15725211;56462;705.05;1
15725212;56464;625.22;9
15724936;53060;;1
15725214;56468;;1
15725215;56470;;1
15773243;56498;995.55;2
15517671;67552;1688.88;0
17725333;62224;448.44;0
24005440;HP-6005-TW-PHX4-500-RW-W7HP;;3
16033573;62754;1644.44;0
16033969;62694;938.22;0
18305199;64020;622.22;0
16797028;60580;328.22;0
19109534;48310+5;765.55;1
17615619;67118;488.88;0
16205810;66232;2122.22;0
17230975;68148;468.55;0
20988837;102640;1375.55;0
24191349;FJ-P520-TW-PEN3-250-RW-W8PR+9;1058.88;59
15772357;63578;895.55;1
15771098;63590;372.22;0
15771518;63548;395.55;0
15772716;63586;478.55;0
15773118;62638;1055.55;0
15773353;56476;1198.88;0
15771859;63556;535.22;0
15772692;63584;418.08;0
15737980;LCD-DL-E2210-KLA;238.08;2
15767577;63804;672.22;0
15767420;63766 ;1398.88;0
15767435;63768;1372.22;0
15767439;63776;418.08;0
15767449;63780;666.66;0
15767494;63802;715.05;0
16966008;59800;468.55;0
15935984;63648;785.55;0
15935899;63646;538.22;0
15935806;63644;588.88;0
15935738;63640;519.09;0
15935606;63638;522.22;0
15935493;63636;498.88;0
15935378;63634;498.88;0
15935066;63632;488.88;0
15988282;60832;698.88;0
16858018;65710;457.55;0
15788582;LCD-DL-2209-KLA;288.88;9
16920179;55022;1122.22;0
16972076;59308;325.22;12
18615333;68320;428.22;1
18615221;68330;508.08;1
18615405;68230;568.55;0
18615480;68558;848.44;0
18615205;68844;452.22;1
15827242;63592;348.44;0
15827387;63596;372.22;0
15827451;63604;444.04;0
15827566;63606;498.88;0
15827659;60962;1077.77;0
15827740;63608;638.22;0
15828153;60094;1722.22;0
15828337;62524;1655.55;0
15828462;62518;888.88;0
15828594;69348;1265.55;0
15828851;61286;422.22;0
15829065;59464;1622.22;0
15829251;62522;1.0;0
15829512;69338;1248.44;0
15829684;60500;1333.33;0
15829856;60688;922.22;0
17229628;58628;1122.22;0
17041837;LCD-DL-P2414-KLA;498.88;247
16937886;56798;625.22;0
15999739;63658;868.55;4
15999839;63666;1198.88;0
16681685;64486;442.22;0
15999922;63668;622.22;0
16683088;64548;922.22;0
17174281;68178;722.22;0
24189686;FJ-P520-TW-PEN3-250-RW-W8PR+5;538.88;59
24189685;LN-M93P-DT-I54-500-RW-W8PR+9;1548.88;58
16799168;66058;638.22;0
16797641;60560;444.44;0
16799325;66060;444.44;1
15940414;LN-M73-USFF-I34-500-8PRO;898.88;4
20822559;NO-MODELNOMODEL-DT-I53-250S-RW-W;;0
20822558;NO-MODELNOMODEL-DT-I53-1000-RW-W;;0
20822557;NO-MODELNOMODEL-DT-I32-90S-RW-W7;;0
20822555;NO-MODELNOMODEL-DT-I32-120S-RW-W;;0
15934596;63628;395.55;0
15934507;63624;1342.22;0
16801012;61518;515.05;0
16797415;60568;598.88;0
16681636;64482;642.22;0
15936242;63612;1398.88;0
15936440;63598;398.88;0
15936640;62556;692.22;1
15936794;60488;1048.88;0
15936987;63530;722.22;0
15937100;62588;628.22;1
15937331;60984;442.22;0
15937757;61288;448.22;0
15937956;61336;472.22;0
15938452;57430;822.22;0
19357814;69582;718.08;0
15975770;63708;832.22;0
15981117;63810;1222.22;0
19113078;48310+1+6;968.55;1
15984350;62544;888.88;0
16982635;62594;645.44;0
16681553;64478;688.88;0
16680864;64460;398.88;1
16680450;64462;498.88;4
16149358;63770;2298.88;0
18725109;68774;598.88;0
16798407;59132;642.22;2
16211534;66226;1658.55;0
15993267;60676;875.55;1
16790034;60502;555.22;1
16000137;63696;428.22;0
15999955;63670;522.22;0
15999602;63654;798.88;0
15998716;62726;1455.55;0
15999523;63652;928.22;0
20696527;70492;948.44;0
19356272;69584;698.88;0
16605449;69306;1098.88;0
18555331;68342;518.08;1
17690251;69398;1722.22;0
21646892;103332;568.55;0
16018835;63808;1222.22;2
16683177;64546;1098.88;0
16796984;60556;598.88;1
16020856;62698;1155.55;0
20338510;70712;2395.55;4
20338552;70370;548.44;0
20338531;70368;578.55;0
16043009;62742;1382.22;2
16060003;65752;598.88;0
16149449;66350;378.55;0
16055528;65754;798.88;0
16055453;65758;418.08;0
16061546;65748;432.22;0
16092311;60478;658.55;0
16062715;65746;495.55;0
23083223;69304;948.44;7
16175620;66258;798.88;0
16135054;65744;1444.44;0
16135053;65720;1225.22;0
16135050;65730;652.22;0
16180680;66260;758.55;0
22682833;61362;;0
16601960;53148;938.22;0
18555247;68360;355.55;0
16244052;66200;498.88;0
16202312;66162;1632.22;0
16202310;66102;382.22;0
17051031;60214;398.88;0
17049135;62670;372.22;0
17053575;59154;444.44;1
17048105;61488;588.88;0
17047643;60172;592.22;0
17050813;56324;395.55;0
17051183;60166;572.22;0
17046207;62668;358.55;0
17045295;55838;297.77;0
17043516;56376;975.55;0
17042886;62354;422.22;0
17041917;66348;2555.55;0
16230551;66214;285.55;0
16230833;66104;415.05;0
16231691;66142;724.22;0
16231798;57382;968.55;0
16231887;66160;1555.55;0
16231989;66158;1498.88;0
16232168;66146;1222.22;1
16232338;66168;395.55;0
16232495;66170;444.44;0
16232596;66172;555.55;1
16232658;66178;698.88;0
16232778;66210;898.88;0
16247919;66208;395.55;0
16249276;66180;682.22;0
16253367;56656;698.88;0
16255166;66136;888.88;0
16914285;60082;582.22;1
18614486;LN-M93P-DT-I54-500-RW-W8PR+4;1178.32;58
16734301;64076;1333.33;0
16797535;60574;315.05;0
16797612;60550;532.22;0
16734080;64082;1262.22;0
16920625;59406;1182.22;1
16799602;65988;432.22;10
16799081;66108;648.44;2
16797890;60592;542.22;4
16734589;64116;333.33;0
16799043;63552;615.55;0
18648403;68578;875.55;0
16798164;59252;882.22;0
16919184;55896;398.88;0
16733074;64068;2498.88;0
16732714;64062;1398.88;0
16732407;64050;868.55;0
16336969;64066;1398.88;0
16336373;64072;2322.22;0
16355669;64022;622.22;0
16353789;64024;1298.88;0
16972715;57276;422.22;0
16357472;63992;397.55;0
16357699;64046;818.08;0
16925528;57278;448.44;0
16394073;64074;1095.55;1
16398947;64060;1145.22;0
16402515;64048;777.77;0
16403428;64044;785.55;0
16404864;64036;422.22;0
16405882;64028;408.05;0
16730271;64016;522.22;0
16730080;64006;532.22;0
16730157;64010;532.22;0
16798548;69302;1142.22;1
16729698;63946;555.55;0
16729841;63998;538.22;0
16730522;64026;666.66;0
16729562;63936;622.22;0
16729363;64530;1055.55;0
16729285;64552;975.55;0
16729179;64560;1098.88;0
17224282;60372;1777.77;0
16729101;64570;2398.88;0
16769885;66106;392.22;0
16461049;63988;628.22;0
16462973;63986;455.55;0
20988202;71180;822.22;0
23936083;104522;1111.11;2
16798914;69376;1195.55;2
16798543;66150;1333.33;3
16593574;64102;;1
16593575;64104;;1
16593576;64106;;1
16593577;64108;;1
16593578;64110;;1
16593579;64112;;1
16593580;64114;;1
16593582;64118;;1
16593584;64342;415.05;1
22682819;61054;;0
16593586;64346;538.22;0
22682773;60820;;0
16593588;64350;;1
16593589;64352;465.22;0
16593590;64354;;1
16593591;64356;;1
16593592;64358;;1
16593593;64360;;1
16593594;64362;;1
22682749;60766;;0
22682748;60760;;0
16593597;64368;;1
16593598;64370;;1
22682705;60606;;0
22682681;60498;;0
16593602;64378;;1
22682679;60494;;0
22682540;59894;;0
22682533;59868;;0
22682532;59860;;0
22682531;59854;;0
16593612;64400;;1
16593614;64402;;1
22682530;59852;;0
16593616;64406;;1
16593618;64410;;1
16593619;64412;;1
16593620;64414;;1
16593621;64416;;1
16593623;64420;747.44;0
16593624;64422;;1
22682437;59412;;0
16593637;64448;;1
16593639;64452;;1
16593643;64460;;1
16593644;64462;;4
16593645;64464;;1
16593646;64466;;1
16593647;64468;;1
16593648;64470;;1
16593653;64480;;1
22682254;56812;;0
22682222;55698;;0
22682156;102750;;0
22682148;102634;;0
22682149;102636;;0
16593661;64496;;1
22682615;60266;;0
16593666;64506;;1
16593669;64512;;0
16593670;64514;;1
16593674;64522;698.88;0
16593675;64524;695.55;0
16593679;64532;;1
16593681;64536;;1
16593688;64550;;1
16593690;64554;;1
16593691;64556;;1
16593692;64558;;1
16593694;64562;;1
16593696;64566;1142.22;0
16593701;65702;482.22;0
22682782;60866;;0
22682539;59890;;0
16593704;65710;;0
16593705;65712;;1
16593706;65714;;1
16593707;65716;;1
16593708;65718;;1
16593709;65722;;1
22682369;59068;;0
16593712;65728;542.22;2
16593713;65732;;3
16593714;65734;;1
16593715;65736;;1
16593717;65740;412.02;0
16593718;65742;;1
22682845;61384;;0
16593720;65984;;2
16593721;65986;;1
16593722;65988;;10
16593723;65990;;1
16593724;65992;;2
16593725;65994;;1
16593726;65996;;1
16593727;65998;;1
16593728;66000;;1
16593729;66002;;1
16593730;66004;;1
16593731;66006;;1
16593732;66008;;1
16593733;66010;;1
16593734;66012;;1
16593735;66014;452.22;0
16593736;66016;;1
16593737;66018;;1
16593738;66020;;1
16593739;66022;;1
16593740;66024;;1
16593741;66026;;1
16593742;66028;;1
16593743;66030;;1
16593744;66032;;0
16593745;66034;;1
16593746;66036;;1
16593747;66038;;1
16593748;66040;;1
16593749;66042;;1
22682822;61290;;0
22682821;61070;;0
16593752;66052;;1
22682772;60818;;0
22682771;60816;;0
16593756;66060;;1
16593757;66062;;1
22682770;60804;;0
16593759;66068;;1
16593760;66070;;1
16593761;66072;;1
16593762;66074;;1
16593763;66076;;1
16593764;66078;;1
16593765;66080;;1
16593767;66084;;1
16593768;66086;;1
16593769;66088;;1
22682769;60802;;0
16593771;66092;;1
16593772;66094;;1
22682741;60746;;0
16593774;66098;;1
16593775;66100;;0
16593776;66106;;0
16593777;66108;;2
16593778;66110;;0
16593779;66112;;1
16593780;66114;;1
22682700;60584;;0
16593782;66118;;1
16593783;66120;;1
16593784;66122;;1
16593786;66126;;1
16593787;66128;;1
22682699;60578;;0
16593790;66134;;1
22682472;59482;;0
16593793;66144;;0
22682463;59466;;0
16593795;66150;;3
16593796;66152;;1
16593798;66156;1432.22;0
22682423;59248;;0
16593800;66166;;1
22682360;59046;;0
16593802;66182;;1
22682253;56810;;0
22682252;56796;;0
16593805;66188;548.44;0
16593806;66190;;1
22682251;56786;;0
16593808;66194;;1
22682221;55694;;0
16593811;66202;;1
16593812;66204;;1
22682218;55500;;0
16593814;66212;;1
16593815;66216;358.55;0
16593816;66218;342.22;1
16593818;66228;;1
16593827;66254;757.55;1
16593828;66256;;1
16593838;66296;1158.55;0
16593839;66298;;8
16593840;66300;1278.55;1
16593842;66304;;1
16593843;66306;;1
16593844;66308;;1
16593845;66310;;1
16593846;66312;;1
16593847;66314;;1
16593848;66316;;1
16593850;66320;;1
16593851;66322;;1
16593852;66324;;1
16593853;66326;;0
16593854;66328;;1
16593855;66330;;1
16593856;66332;;1
16593857;66334;;1
16593859;66338;;1
16593860;66340;;1
16593861;66342;1847.44;1
16593866;66362;618.08;0
16593867;66364;;1
16593868;66366;972.22;7
16593869;66368;;1
16593870;66370;;1
16593871;66372;;1
16593872;66374;;1
16593873;66376;;1
16593874;66378;;1
16593875;66380;1222.22;6
16593877;66386;;1
16593878;66388;1818.08;6
16593880;AC-M5811-TW-I56-RW-W7PR;365.55;1
16593881;AN-NOMODEL-TW-I56-DVD-W7PR;;1
16593883;AS-NOMODEL-TW-I35-RW-W7PR;;1
16593884;AS-NOMODEL-TW-I52-DVD-NOCOA;375.55;2
16593885;AS-NOMODEL-TW-I52-DVD-W7PR;395.55;2
16593886;AS-NOMODEL-TW-I54-NOCOA;;1
16593887;AS-NOMODEL-TW-I57-DVD-NOCOA;398.55;1
16593888;DL-3020-TW-I54-500-DVD-NOCOA;;0
16593889;DL-3020-TW-I54-500-DVD-W7PR;;0
16593890;DL-3020-TW-I54-RW-W7PR;788.88;0
16593891;DL-390-TW-G630-DVD-W7PR;;0
16593892;DL-390-TW-I32-DVD-W7PR;;0
16593893;DL-390-TW-I52-NOCOA;;0
16593894;DL-430-TW-I35-NOCOA;;0
16593895;DL-430-TW-I56-250-W7PR;465.55;0
16593896;DL-430-TW-I57-NOCOA;434.22;0
16593897;DL-460-TW-I52-W7PR;535.22;0
16593898;DL-580-TW-I35-RW-W7PR;;1
16593899;DL-7010-TW-I53-DVD-W7PR;;0
16593900;DL-7020-TW-I34-DVD-W7PR;538.22;0
16593901;DL-7020-TW-I54-RW-W8PR;;0
16593902;DL-790-TW-I52-DVD-W7PR;;0
16593903;DL-790-TW-I52-RW-W7PR;552.22;0
16593904;DL-9010-TW-I53-RW-W7PR;;0
16593905;DL-9020-TW-I54-NOCOA;;0
16593906;DL-9020-TW-I54-RW-W7PR;;0
16593907;DL-980-TW-I56-250-DVD-NOCOA;;2
16593908;DL-980-TW-I56-250-DVD-W7PR;;1
16593909;DL-980-TW-I56-250-RW-NOCOA;418.08;0
16593910;DL-980-TW-I56-250-RW-W7PR;;0
16593911;DL-990-TW-I52-500-DVD-W7PR;;0
16593912;DL-990-TW-I52-DVD-W7PR;565.55;0
16593916;FJ-C700-DT-I32-320-RW-W7PR;378.55;0
16593917;FJ-C710-DT-I33-250-RW-W7PR;448.44;0
16593918;FJ-C710-DT-I33-500-RW-W7PR;448.44;0
16593919;FJ-C710-DT-I53-500-RW-W7PR;598.88;6
16593920;FJ-C720-DT-I34-1000-RW-W8PR;515.05;1
16593921;FJ-C720-DT-I54-1000-RW-W8PR;818.08;128
16593922;FJ-C720-DT-I54-130-RW-W8PR;;0
16593923;FJ-C720-DT-I54-500-RW-W8PR;742.22;5
16593925;LN-E20-TW-I56-NOCOA;;0
16593926;LN-EDGE71-TW-I32-RW-W7PR;385.55;0
16593927;LN-K410-TW-I52-NOCOA;462.22;0
16593928;LN-M72-TW-I33-500-NOCOA;355.55;1
16593929;LN-M72-TW-I33-RW-W8PR;418.08;0
16593930;LN-M81-TW-I32-RW-W7PR;372.22;0
16593931;LN-M82-TW-I33-RW-W7PR;428.22;0
16593932;LN-M82-TW-I33-RW-W8PR;398.35;2
16593933;LN-M83-TW-I54-;715.05;0
16593934;LN-M83-TW-I54-RW-;765.22;3
16593935;LN-M90P-TW-I56-DVD-W7PR;422.22;0
16593936;LN-M90-TW-I35-RW-W7PR;352.22;2
16593937;LN-M90-TW-I56-320-RW-W7PR;;1
16593938;LN-M90-TW-I56-500-DVD-W7PR;432.22;0
16593939;LN-M92P-TW-I53-RW-W7PR;599.98;1
16593940;LN-M93P-DT-I54-130-W7PR;;0
16593941;LN-M93P-DT-I54-250-RW-W8PR;;1
16593942;LN-M93P-DT-I54-500-RW-W8PR;1125.22;58
16593943;LN-M93Z-AO-I54-1000-RW-W8;1488.88;21
16593944;NO-NOMODEL-TW-I32-RW-NOCOA;;1
16593945;NO-NOMODEL-TW-I34-DVD-W7PR;;1
16593946;NO-NOMODEL-TW-I35-DVD-NOCOA;328.22;2
16593947;NO-NOMODEL-TW-I35-DVD-W7PR;348.44;1
16593948;NO-NOMODEL-TW-I52-DVD-NOCOA;;0
16593949;NO-NOMODEL-TW-I52-W7PR;;0
16593950;NO-NOMODEL-TW-I53-DVD-W7PR;;0
16593951;NO-NOMODEL-TW-I53-RW-NOCOA;;1
16593952;NO-NOMODEL-TW-I56-RW-W7PR;;3
16593953;NO-NOMODEL-TW-I56-W7PR;;0
16593954;NO-NOMODEL-TW-I57-DVD-NOCOA;;1
16593955;NO-NOMODEL-TW-I57-RW-NOCOA;465.55;0
16593956;NO-NOMODEL-TW-I79-DVD-W7PR;;1
16593957;NO-NOMODEL-TW-I79-RW-NOCOA;;0
16632176;64364;1042.22;0
16632178;64342;492.22;1
16632228;64344;368.55;0
16632278;64352;565.55;0
16632316;64348;565.55;0
16632318;64382;998.88;0
16632319;64386;1333.33;0
17040954;62316;748.44;0
17040966;60692;842.22;0
16634548;63968;555.55;0
16635822;63970;722.22;0
16637094;63972;398.88;0
16637439;63974;465.55;0
16639153;63984;1922.22;0
16641842;64572;928.11;0
16641860;64408;1522.22;0
16641891;64426;1888.88;0
16641937;64428;922.22;0
16642002;64436;655.55;0
16642071;64442;495.55;0
16673713;64566;1298.88;0
16674665;64564;1444.44;0
16789853;59292;522.22;3
16914146;60090;1065.55;0
16797776;64346;598.88;0
16797691;56682;455.55;0
16789932;59298;512.02;3
16750486;64522;798.88;0
17221944;68164;298.88;0
16800891;66052;698.88;1
16916219;60252;298.55;0
16753959;64524;848.44;0
16755392;64520;798.88;0
16859677;65704;828.22;0
16759410;62624;555.55;0
17233223;68140;555.55;0
17232750;68144;577.77;0
17420186;67072;698.55;0
16764950;62610;522.22;0
16765537;64494;492.22;0
16765793;64492;855.55;0
16766256;64502;1742.22;0
16766371;64504;898.88;0
16766452;64508;822.22;0
16766588;64516;555.55;0
16766686;64518;798.88;0
16766782;64484;622.22;0
17216457;68016;562.22;0
16767966;64056;818.08;0
16769246;66014;555.55;0
16929798;59042;552.22;0
16792611;57432;468.55;0
16792127;57434;512.02;0
16791675;62570;466.66;0
16789938;62508;952.22;3
16789817;63994;545.44;0
16793349;66096;848.44;0
16794139;62552;322.22;0
16794507;55496;785.55;0
16796905;62534;565.22;0
16801433;65740;565.55;0
