"produkt_id";"sku";"cena";"ilosc"
22682152;102706;;0
15725129;55972;;1
15725130;55974;;1
22682824;61292;;0
15725038;55696;262.22;0
15725373;56818;;1
15726052;60192;;1
15726053;60194;;1
15725327;56702;;1
15725583;58538;;1
15725362;56802;;1
15725706;59110;;1
15725707;59112;;1
15727274;DL-3020-SL-I34-500-RW-W8PR;;0
15725609;58634;;1
15725041;55730;532.22;0
15725251;56552;;1
15725252;56554;;1
15725248;56546;;1
15725231;56512;;1
15725232;56514;;1
15725262;56572;;1
15725233;56516;;1
15725234;56520;305.05;1
15726492;61464;;1
15726299;60756;;0
15727272;DL-3020-SL-I34-500-RW-W7HP;;1
22682229;55848;;0
15725053;55778;;0
15725054;55780;;1
22682151;102704;;0
15725068;55822;;1
15727473;HP-6005-DT-PHEX4-250-RW-W7PR;388.88;0
24005431;FJ-P510-TW-PEN2-500-RW-W7PR;;2
24005432;FJ-P520-TW-PEN3-250-RW-NC;;7
24005433;FJ-P520-TW-PEN3-250-RW-W8PR;;59
15727278;DL-3020-SL-I54-W10PR;895.55;0
17621403;67436;;1
17621411;69398;1522.22;0
17621410;67446;;0
17621409;67444;;1
17621417;69416;1568.55;0
17621413;69402;;1
17621414;69406;;7
17621415;69412;;1
17625437;66164;1998.88;0
17621449;69492;;1
17621448;69490;;1
17621426;69434;;1
17621446;69488;;1
17621456;69502;;1
15726814;62538;688.55;1
15727271;DL-3020-SL-I34-500-RW-W7HE;;0
15727477;HP-6005-DT-PHEX4-W7PR;;0
15726292;60742;;1
15726491;61462;;1
22682408;59216;;0
15726051;60190;;1
16097198;66382;1218.05;0
15727227;69318;;1
20644385;70764;919.09;0
15727476;HP-6005-DT-PHEX4-W7HE;412.02;0
15726055;60198;;1
15727393;DL-9010-US-I53-250-W7PR;;0
22682507;59786;;0
15727269;DL-3020-SL-I34-500-DVD-W7HE;;0
15727474;HP-6005-DT-PHEX4-500-RW-W7PR;;0
22682513;59806;;0
22682206;55266;;0
15763162;63750;638.22;0
15727267;DL-3010-SL-I53-500-RW-W7PR;;0
15727268;DL-3010-TW-I53-1000-RW-W7PR;795.55;17
22682315;58110;;0
17630036;66278;1777.77;0
17621392;67420;;1
17621394;67422;;1
17631908;67114;1195.55;0
17621422;69426;;1
17621429;69440;;1
17621401;67434;1042.22;0
17621428;69438;;1
15757301;63566;522.22;0
22682841;61376;;0
15724993;55098;;1
22682784;60924;;0
22682567;60076;;0
22682453;59436;;0
15725622;58706;525.22;0
15725623;58708;;1
15725020;55456;;1
15725021;55458;;1
20552635;70494;842.22;2
16945157;48314+1+8;1.0;69
17632048;67110;452.22;0
18457045;68442;1044.44;0
24005430;105070;;1
16966824;59434;548.44;0
16966685;58674;408.08;0
22682411;59222;;0
20363929;DL-490-TW-XE5-160-RW-NC;;1
20363928;DL-3620-TW-I76-RW-W8PR;;0
20552886;70544;898.88;0
20552837;70666;2652.22;0
20552768;70652;1122.22;0
20552380;70720;2352.22;0
20552365;70536;898.88;0
24005459;LCD-SM-HG32EC675AB-KLA;;1
24005458;LCD-SM-HG32EB670BWXXC-KLA;;7
24005455;LCD-SM-HG28EB670BWXXC-KLA;;1
24005456;LCD-SM-HG28EB670BWXXC-KLB;;1
24005453;HP-Z420-TW-E5-260S-RW-W7PR;;1
24005454;LCD-EZ-EV2416W-KLC;;1
24005451;HP-DC7900-DT-E8-160-RW-NC;;1
24005452;HP-Z420-TW-E5-260S-DVD-W7PR;;1
24005449;HP-8000-DT-E8-250-RW-W7PR;;3
24005450;HP-800G1-TW-I74-1000-RW-W7PR;;1
24005447;HP-6305-DT-A85-500-RW-NC;;4
24005444;HP-600G1-AO-I34-500-W8PR;;21
24005445;HP-600G1-US-I54-500-W8PR;;1
24005442;HP-600G1-AO-I34-500-W7PR;;24
24005439;FJ-P910-TW-I73-1000-W8PR;;1
24005438;FJ-P720-TW-I74-2000-RW-;;1
24005436;FJ-P720-TW-I54-500-RW-W8PR;;1
24005434;FJ-P520-TW-PEN3-500-RW-W8PR;;1
24005435;FJ-P720-TW-I34-250-RW-;;13
24005428;105066;;1
24005429;105068;;1
24005425;105064;;1
24005424;104846;;1
24005423;104844;;1
24005421;104834;;0
24005420;104644;;0
24005419;104640;;0
24005417;104634;;0
24005418;104638;;0
24005415;104632;;0
24005413;104630;;0
24005412;104628;;0
24005410;104626;;0
24005408;104620;;0
24005409;104622;;0
24005406;104616;;0
24005407;104618;;0
24005405;104614;;0
24005404;104612;;0
24005403;104610;;0
24005401;104604;;0
24005402;104608;;0
24005400;104600;;0
24005398;104596;;0
24005396;104592;;0
24005397;104594;;0
24005394;104588;;0
24005395;104590;;0
24005392;104584;;0
24005393;104586;;0
24005391;104582;;0
24005390;104580;;0
24005389;104578;;0
24005387;104576;;0
24005386;104574;;0
24005385;104572;;0
24005381;104546;;0
24005382;104568;;0
24005383;104570;;0
24005379;104538;;0
24005380;104544;;0
24005377;104534;;1
24005378;104536;;0
24005375;104532;;0
24005373;104528;;0
24005374;104530;;1
24005371;104520;;0
24005372;104524;;0
24005370;104518;;0
24005368;104516;;1
24005365;104512;;0
24005366;104514;;1
24005363;104506;;0
24005364;104508;;0
15727264;DL-3010-SL-I53-250-RW-W7PR;;0
15726648;62190;;1
15725536;58254;;1
16333400;66280;2288.88;0
15727508;HP-8000-DT-CEL-500-RW-W7PR;;0
15726489;61458;;1
22682179;53348;;0
16972135;60734;428.22;0
22965716;104144;362.22;1
22965685;104142;362.22;1
15727259;69376;998.88;2
15727260;69378;;1
15727261;AN--TW-I52-NOCOA;;1
15727262;AN--TW-I78-NOCOA;;1
22682512;59804;;0
22682406;59214;;0
15726488;61456;;1
15726047;60182;1342.22;0
12012775;07-09-2016;;96
15726486;61452;;1
22965655;104138;362.22;0
19434389;69634;698.88;0
16138831;66354;475.55;0
15726287;60732;;1
22682536;59878;;0
15725732;59162;;1
15725146;56030;;4
15725328;56704;;1
15725463;57882;;1
18276347;68300;568.55;0
22682566;60074;;0
16799397;66032;398.88;0
12088764;07-09-2016+110;1235.0;0
16451487;64002;385.55;0
22682565;60072;;0
15727475;HP-6005-DT-PHEX4-VST;288.88;0
15727258;69374;;1
15725432;57364;;1
15725630;58956;288.55;2
16176544;66064;698.88;0
16176456;66266;758.55;0
19449612;69886;352.22;0
19449860;69900;398.88;0
19441916;66252;788.88;0
19477799;LN-M92P-TW-I32-250-RW-W7PR;432.22;2
19477800;LN-M92P-TW-I53-250-RW-W7PR;;24
19507343;69998;812.02;1
19446371;70006;1122.22;0
20990484;102630;1298.88;0
20953251;70406;658.55;0
20681017;70760;1998.88;0
19657582;69932;534.22;0
21051991;102760;1178.55;0
22683117;62770;;0
22682328;58328;;0
16938325;56032;1622.22;1
16938040;62780;622.22;0
16938227;60806;1048.44;0
15727256;69372;;1
15725631;58958;;1
16614010;54608;398.88;0
15727392;DL-9010-TW-I73-128-RW-W7PR;;0
15727253;69366;;1
23908216;104606;1318.08;0
15726485;61450;;1
15726647;62188;;1
22682711;60640;;0
20948071;71196;1195.55;0
16034229;62704;11444.4;1
17632762;66230;1788.88;0
15727252;69364;;1
23917831;104548;1822.22;6
18556934;FJ-C710-DT-I53-1000-RW-W7PR;;0
18556941;LCD-SM-S22C650D-KLA;;0
18556935;LCD-AC-S271HL-KLA;438.22;0
18556939;LCD-LG-E2711-KLA;;1
15726285;60728;;1
15726484;61448;;1
22682730;60694;;0
15725851;59396;;1
22682211;55372;;0
18556933;FJ-C700-DT-I32-250-RW-W7PR;;0
18556932;DL-990-TW-I52-250-RW-W7PR;;0
15713911;110;;8955
17618573;67116;378.55;0
17614663;67120;622.22;0
17632130;63542;10422.2;0
16027108;62710;1172.22;9
21325241;BL_BATHP2;;2000
21325215;BL_KABELDPDVI;;1999
23937960;68836;998.88;1
15725649;58994;;1
15727481;HP-600G1-TW-I54-260SSD-RW-W8PR;;0
16687578;64526;898.88;0
15727154;65258;;1
17181326;68174;425.22;0
17217105;68028;398.88;0
15767404;63764;1398.88;0
15724987;55056;;1
16233584;66246;578.55;0
20688280;70736;767.77;0
16914923;56756;418.08;0
15726483;61446;;1
15725172;56306;;1
15727471;HP-6005-DT-PHEX4-250-DVD-W7PR;;0
16593486;64380;;1
16095248;65706;395.55;0
15727234;69330;;1
22682585;60154;;0
15727236;69334;;1
15727237;69336;;1
15727238;69338;942.22;0
15727239;69340;;5
15727240;69342;;1
22682751;60774;;0
22682191;54546;;0
16684514;64538;1315.05;0
15727232;69328;;1
16202306;66048;528.22;0
22682721;60670;;0
15725850;59394;;1
19860797;68378;1598.88;0
22682563;60070;;0
15726482;61444;;1
15726481;61442;;1
15725848;59390;;1
15726643;62180;;1
15726799;62508;827.22;3
23975823;104510;1355.55;1
19527993;69976;1492.22;1
23975251;66134;498.58;1
15727470;HP-6005-DT-PHEX4-250-DVD-VST;;0
15726042;60172;495.55;0
22682227;55774;;0
15727224;69314;;1
22682750;60770;;0
15725846;59386;;1
15725847;59388;;1
22682561;60066;;0
15726641;62176;;1
15727228;69320;;1
16459046;63990;698.88;0
15522345;67532;1068.55;24
15727255;69370;;1
15725845;59384;;1
15725844;59382;;1
15726480;61440;;1
22682562;60068;;0
18507882;68286;328.22;0
15727469;HP-6005-DT-PHEII-250-DVD-W7PR;;0
15725686;59070;515.05;0
15726479;61438;;1
15727199;67218;;1
15727202;67222;;1
15727225;69316;;1
17176809;60768;1798.88;0
22682549;60052;;0
15725842;59378;;1
15726477;61434;;1
15726478;61436;;1
15726277;60712;1197.77;0
15727340;DL-7010-TW-I73-128-RW-W7PR;;0
15727223;69312;;1
22682623;60296;;0
15727221;69310;;1
15725837;59368;;1
22682557;60064;;0
15726037;60162;;1
15727468;HP-6005-DT-ATHX2-W7PR;;0
22682820;61066;;0
22682816;61048;;0
22682444;59422;;0
15726475;61432;;1
22682553;60058;;0
15726636;62166;1328.22;1
22682226;55766;;0
21325855;BL_DOPLATA60;;2000
16914785;56860;848.44;2
22682757;60784;;0
15725734;59166;;1
15725494;58050;;1
15725096;55898;;1
15726271;60700;;1
15727219;69308;1055.05;3
22682404;59210;;0
15726471;61424;397.77;11
15727218;69306;948.44;0
15725841;59376;382.22;0
15726039;60166;472.22;0
15727217;69304;;7
15726639;62172;472.22;0
22682451;59432;;0
15726473;61428;;1
15726474;61430;;1
22682643;60340;;0
22682843;61380;;0
15727467;HP-6005-DT-ATHX2-250-RW-W7PR;;0
15726038;60164;;1
22682791;60960;;0
22682541;59898;;0
15725840;59374;;1
15727465;HP-6000-DT-PEN6-250-W7PR;;0
15727466;HP-6000-TW-E8-320-RW-W7PR;198.88;0
15727216;69302;948.44;1
22682542;60040;;0
15725835;59364;;1
15726036;60160;457.55;3
15725833;59360;;1
15726035;60158;;0
15725646;58988;;1
15726270;60698;422.22;0
22682469;59474;;0
15726012;60112;;1
15725586;58544;;1
15727214;67246;;1
22682428;59362;;0
15725114;55938;342.22;0
15725115;55940;295.55;0
22682412;59224;;0
15725119;55948;;1
15725263;56574;;1
15725249;56548;;1
15726269;60696;528.22;0
15725065;55816;;1
22682349;58660;;0
22682342;58616;;0
15725460;57870;;1
22682652;60352;;0
15725576;58526;;1
15725254;56558;;1
15725592;58556;;1
15725591;58554;;1
22682322;58276;;0
15725179;56326;295.55;0
22682353;58698;;0
15725225;56500;672.22;2
15725226;56502;;1
15725832;59358;;1
15727464;HP-6000-DT-PEN6-250-RW-W7PR;;4
15725830;59354;;1
15725831;59356;;1
15725330;56708;;1
15725257;56564;;1
15725250;56550;;1
15725748;59192;;1
15725403;57274;322.22;0
15727532;HP-8300-DT-I73-W7PR;;0
15727526;HP-8300-DT-I53-W7HE;;0
15727527;HP-8300-DT-I53-W7PR;;0
15727528;HP-8300-DT-I53-W8PR;;0
15727525;HP-8300-DT-I53-250-W7PR;;0
15727534;HP-DC7700P-DT-C2D-XPPR;88.88;1
15727519;HP-8200-TW-I32-250-RW-W7PR;372.22;1
15727520;HP-8200-TW-PEN6-500-DVD-W7PR;;0
15727521;HP-8200-TW-PEN6-500-RW-W7PR;;0
15727522;HP-8200-US-I52-130SSD-RW-W7PR;;0
15727523;HP-8300ALLIN-ON-I53-250-RW-W7PR;;1
15727404;DL-9020-SL-I54-500-RW-W7PR;;0
15727403;DL-9020-SL-I54-500-DVD-W7PR;;0
15727538;HP-DC7900-DT-C2D-VST;;0
15727531;HP-8300-DT-I73-W7HE;;0
15727405;DL-9020-SL-I54-500-RW-W8PR;938.22;12
15725829;59352;295.55;1
15726032;60152;832.22;1
15727409;DL-9020TOWERI5-4670-34-8192-SSD-;;1
15727411;DL-9020-TW-I54-500-RW-W7PR;845.44;0
15727515;HP-800G3-TW-I57-500-RW-W10PR;1798.88;1
15727517;HP-8200-DT-I32-W7PR;282.22;1
15727533;HP-8300-US-I33-W7PR;;0
15727511;HP-800G1-US-I34-500-RW-W8PR;;0
15727512;HP-800G1-US-I54-500-RW-W8PR;;0
15727513;HP-800G1-US-I54-500-W8PR;;0
15727514;HP-800G2-AO-I56-500-RW-W10PR;1908.08;0
15727510;HP-800G1-TW-I5-4590-640-DVD-W7PR;;4
15727516;HP-8100-DT-I56-250-RW-VST;332.22;1
15727518;HP-8200-DT-I52-500-RW-W7PR;488.88;4
15727462;HP-6000-DT-E8-250-W7PR;158.55;2
15727463;HP-6000-DT-E8-320-RW-W7PR;;0
15727414;DL-9020-US-I34-NOCOA;;0
15727415;DL-9020-US-I34-W7PR;;0
15727213;67244;;1
15727412;DL-9020-TW-I54-500-RW-W8PR;;0
15726630;62154;;1
15725827;59348;272.22;0
15725828;59350;;1
22682356;58960;;0
15727210;67238;;1
15727211;67240;;1
15725010;55376;445.44;0
15726267;60692;672.22;0
15725464;57884;;1
15725198;56376;798.55;0
22682554;60060;;0
15725639;58974;;1
15725275;56598;;1
15725651;58998;;1
15725139;55998;;1
15726266;60690;725.22;0
15725348;56752;;1
15725134;55982;;1
15725468;57904;;1
15727536;HP-DC7800P-US-E6-160-RW-VST;;0
15772734;63588;798.88;0
15727461;HP-400G1-TW-I34-500-RW-W8PR;482.22;0
15727209;67236;;1
15726030;60148;482.22;1
22682364;59058;;0
15725826;59346;;1
15726784;62464;1018.08;0
15726628;62150;;1
15726463;61408;;1
22682330;58520;;0
15727460;HP-400G1-DT-I54-500-RW-W8PR;;0
15725824;59342;;1
15725825;59344;;1
16798957;69308;1195.55;3
15726460;61402;;1
15726462;61406;;0
22682556;60062;;0
15725821;59338;;1
15725822;59340;;1
15727208;67234;;1
15727459;HP-3010-DT-PEN5-W7PR;;1
15726259;60676;698.88;1
15726260;60678;;1
15726261;60680;722.22;0
22682333;58524;;0
22682334;58528;;0
15725816;59328;;1
15725817;59330;;1
15725818;59332;;1
15725819;59334;;1
15727206;67230;;1
15727458;FJ-Q900-US-I32-W7PR;;0
22682145;102626;;0
15726255;60668;728.22;0
22682332;58522;;0
22682477;59494;;0
15725812;59320;;1
15725813;59322;;1
15725814;59324;;1
15725815;59326;;1
15727204;67226;;1
15727205;67228;;1
15727457;FJ-Q5000-US-CD-80-XPPR;;0
22682256;56814;;0
15726251;60660;;0
22682150;102702;;0
22682144;102606;;0
15725809;59314;;1
15725810;59316;;1
15725811;59318;;1
15727203;67224;;1
15726029;60146;;0
15725806;59308;258.55;12
15726783;62462;957.22;1
15726625;62144;;1
22682375;59084;;0
15727456;FJ-P910-TW-PENITUM-250-RW-W7PR;;0
22682374;59082;;0
15726244;60646;482.22;0
15727251;69362;1062.22;1
15725804;59304;;1
15726781;62458;;1
15726025;60138;482.22;1
22682372;59076;;0
15725803;59302;;1
15725802;59300;;1
22682275;57308;;0
15727200;67220;;1
22682651;60350;;0
15725752;59200;;1
15725258;56566;;1
15725127;55966;;1
15725128;55970;;1
15726242;60642;458.55;1
15725421;57322;;1
15727455;FJ-P910-TW-PEN6-250-RW-W7PR;532.22;3
15772508;63580;675.55;0
15727198;67216;;1
15726776;62448;1142.22;1
22682475;59492;;0
22682371;59072;;0
15726023;60134;;1
15726618;62132;681.11;1
15725799;59294;;1
15725800;59296;;1
15725801;59298;398.88;3
15727196;67212;;1
15727197;67214;;1
16966764;60848;838.22;0
16966698;62132;782.22;1
16966766;60540;732.22;1
16966617;61382;598.88;0
15726238;60634;;1
15726775;62446;1198.88;1
15725797;59290;;1
15725798;59292;398.88;3
15727194;67208;;1
15727453;FJ-P910-TW-PEN6-250-RW-NOCOA;;1
15726236;60630;475.55;0
15726774;62444;1198.55;0
15725794;59284;;1
15725795;59286;448.44;0
15725796;59288;352.22;0
15727452;FJ-P910-TW-PEN2-250-RW-NOCOA;;0
15726235;60628;498.88;0
22682677;60492;;0
15726021;60130;498.88;0
15725793;59282;;1
15727186;65316;;1
15727187;65318;;1
22682446;59426;;0
15727190;65322;;1
15727191;67202;;1
15727192;67204;;1
15727193;67206;;1
15727184;65314;;1
15725791;59278;;1
15725792;59280;;1
15726234;60626;;1
15727451;FJ-P900-TW-PEN6-320-RW-W7PR;211.11;0
22682313;58104;;0
15726228;60614;368.55;0
22682283;57462;;0
22682282;57436;;0
22682281;57420;;0
15726232;60622;;1
15725789;59274;;1
15725790;59276;;1
15726019;60126;;1
15727183;65312;;1
16056523;65756;1065.55;0
22682445;59424;;0
16151276;66294;1298.88;0
15727181;65306;;1
15726612;62120;;1
22682467;59472;;0
15726226;60610;;1
15727172;65290;;1
15727174;65294;;1
15727175;65296;;1
15727176;65298;;1
15727177;65300;;1
15727179;65302;;1
15727180;65304;;1
15726018;60124;;1
15725785;59266;;1
15725787;59270;;1
15725788;59272;;1
22682492;59536;;0
15726225;60608;;1
15727171;65288;;1
15726017;60122;;1
15725784;59264;;1
15726611;62118;;1
22682495;59740;;0
22682312;58096;;0
15727449;FJ-P705-TW-PHEX2-320-RW-W7HP;;0
15727170;65286;;1
15726016;60120;;1
15725783;59262;;1
15726223;60604;;1
15726015;60118;;1
15725782;59260;;1
22682506;59780;;0
15727168;65284;;1
22682301;57968;;0
15725780;59256;;1
15725781;59258;;1
22682795;60990;;0
22682505;59776;;0
15727167;65282;;1
15726013;60114;;1
15727164;65276;;1
22682420;59240;;0
15727166;65280;;1
15726011;60110;;1
15725779;59254;348.44;0
15726221;60600;;1
15726219;60596;;1
15726220;60598;;1
15726010;60108;;1
15725778;59252;752.22;0
15726218;60594;;1
15727448;FJ-P705-TW-ATHX2-320-RW-W7HE;252.22;1
15727155;65260;;1
15727156;65262;;1
15727157;65264;;1
15727158;65266;;1
15727159;65268;;1
15727161;65270;;1
15726217;60592;444.44;4
15726428;61334;;1
22682708;60632;;0
22682442;59420;;0
22682300;57966;;0
15727148;65246;;1
15727149;65248;2065.55;8
15727150;65250;;1
22682426;59306;;0
15727152;65254;;1
22682299;57962;;0
22682794;60978;;0
22682606;60224;;0
22682190;54106;;0
15726763;62424;;1
15726424;61324;;1
15727447;FJ-P500-TW-CEL-500-RW-W7HE;;0
15727446;FJ-P400-TW-I32-500-RW-W7PR;;0
15726754;62406;;1
15726604;62104;378.55;1
15727254;69368;;1
22682340;58558;;0
15726436;61356;;1
15726762;62422;;1
22682752;60776;;0
22682550;60054;;0
15727143;65238;;1
15727144;65240;;1
15727145;65242;;1
15726761;62420;;1
22682402;59164;;0
22682807;61026;;0
15727133;65220;;1
15727134;65222;;1
15727135;65224;;1
22682441;59418;;0
15727137;65228;;1
15727139;65230;;1
15727140;65232;;1
15727141;65234;;1
15727142;65236;;1
15727445;FJ-E9900-DT-I78-320-RW-W7PR;;0
22682814;61036;;0
22682783;60922;;0
15726758;62414;;1
15726759;62416;;1
15725770;59236;508.05;0
22682339;58542;;0
15726005;60098;452.22;1
22682297;57910;;0
15727131;65216;;1
22682440;59416;;0
22682639;60326;;0
15725807;59310;;1
15725808;59312;;1
15727130;65214;;1
15726598;62094;;1
15726756;62410;;1
15726597;62092;;1
15726427;61332;;1
15726757;62412;;1
15726425;61326;;1
15726426;61328;;1
15727229;69322;;4
22682632;60314;;0
15727231;69326;;1
22682338;58536;;0
15771401;63546;498.88;0
15727129;65212;;1
15726422;61320;;1
15726421;61318;;1
15727128;65210;;1
15726755;62408;;1
15727117;65188;;1
15727118;65190;;1
15727119;65192;;1
15727120;65194;;1
15727121;65196;;1
15727122;65198;;1
15727123;65200;1518.08;1
15727124;65202;;1
15727125;65204;;1
15726752;62402;;1
15726420;61316;;1
15726199;60556;498.88;1
15727114;65184;1572.22;13
15726751;62400;;1
15727113;65182;;1
22682296;57900;;0
15725736;59170;;1
15725737;59172;;1
15727103;65162;1812.02;3
15727104;65164;1722.22;10
15727106;65168;;1
15727107;65170;;1
15727108;65172;;1
22682425;59250;;0
15727110;65176;;1
15727111;65178;;1
15727112;65180;;1
15726000;60088;;1
15727094;63794;;1
15727095;63796;;1
15727096;63798;;1
15727097;63800;;1
15727100;63806;;1
15727101;63808;982.22;2
15725999;60086;;1
15726591;61670;;0
15725997;60082;488.44;1
15725998;60084;;1
15726749;62398;;1
15726417;61310;;1
15727443;FJ-E9900-DT-I56-500-RW-W7PR;;0
15727086;63780;542.22;0
15727087;63782;552.22;0
15727088;63784;;1
15727089;63786;;1
15727091;63790;;1
15726748;62396;;1
15726416;61306;;1
22682535;59876;;0
15726747;62394;;1
15726415;61304;;1
15726195;60548;678.25;0
15727077;63762;;0
15727080;63768;1142.22;0
22682682;60508;;0
15726746;62392;;1
15726414;61302;;1
15726194;60546;;1
15726745;62390;;1
15726413;61300;447.44;0
15726193;60544;;1
13869173;65806;777.77;0
22682961;62100;;0
15726190;60538;;0
22682484;59514;;0
22682638;60324;;0
15726744;62388;;1
15727067;63744;;1
15727068;63746;;1
15727069;63748;;1
22682739;60738;;0
15726742;62384;;1
15726188;60534;;1
15727062;63734;;1
22682765;60796;;0
15726741;62382;;1
15726187;60532;;1
15727051;63712;;1
15727053;63716;;1
15727054;63718;;1
15727055;63720;658.55;2
15727056;63722;642.22;0
15727059;63728;895.55;0
22682764;60794;;0
15726740;62380;;1
15726186;60530;;1
15727442;FJ-E720-DT-I54-500-RW-W8PR;672.22;1
22682504;59772;;0
15726405;61082;;1
15726406;61286;305.05;0
22682840;61374;;0
15726739;62378;;1
22682778;60830;;0
15727040;63692;;1
15727041;63694;;1
15727039;63690;;1
22682777;60826;;0
15726738;62376;;1
15726184;60526;;1
22682586;60156;;0
15727030;63672;;1
15727031;63674;;1
15727032;63676;;1
15727033;63678;;1
22682587;60168;;0
15727035;63682;;1
15727036;63684;;1
15727037;63686;;1
15727038;63688;;1
22682584;60150;;0
15772215;63572;489.55;0
15727440;FJ-E420-DT-I34-500-RW-;;0
15727441;FJ-E710-DT-I53-NOCOA;;0
15726181;60520;;1
15726182;60522;;1
15726183;60524;;1
15726578;61644;;1
13894549;LCD-DL-P2212-KLA;318.08;449
16964262;61658;458.55;0
15727439;FJ-C720-DT-I54-W8PR;752.22;2
22682596;60196;;0
15727438;FJ-C710-SL-I33-250-RW-W7PR;;1
15727335;DL-7010-TW-I53-500-RW-W7HP;;0
15727337;DL-7010-TW-I53-500-RW-W7PR;765.55;0
15727338;DL-7010-TW-I53-NOCOA;;0
15727339;DL-7010-TW-I53-W7PR;;0
15727437;DL-XE-SL-E7-250-W7PR;;0
15726173;60504;;1
15726174;60506;;1
22682511;59802;;0
15726178;60514;516.02;2
15726179;60516;;1
15726180;60518;;1
15727024;63662;;1
15727025;63664;;1
22682692;60562;;0
22682691;60558;;0
15726172;60502;461.11;1
15726736;62372;;1
15726737;62374;;1
15727022;63658;698.55;4
15727023;63660;;1
15727435;DL-T3600-TW-XEE-1000-W7PR;;0
15727436;DL-T3600-TW-XEE-500-W7PR;;0
22682756;60782;;0
22682755;60780;;0
15726165;60488;797.77;0
22682830;61352;;0
15727021;63656;;1
22682189;53876;;0
15727014;63642;;1
22682177;53022;;1
15726403;61072;928.22;0
15726734;62368;;1
22682589;60170;;0
15726158;60402;767.55;1
22682199;55020;;0
15727641;LN-S20-TW-XEW-500-RW-VST;595.55;0
15726732;62364;;1
15727434;DL-T3600-TW-XEE-1000-RW-W7PR;;0
15725729;59156;;1
15725532;58246;;1
22682577;60128;;0
15724921;50296;;1
15725341;56730;;1
15725271;56590;;1
15725270;56588;361.11;1
15724947;53826;;1
15724950;53838;;1
15725718;59134;;1
15725524;58228;;1
15725366;56806;;1
17040910;60652;598.88;0
15725545;58272;;1
15725343;56734;;1
15725131;55976;425.22;0
15725318;56684;;1
15725543;58268;;1
15725516;58212;;1
15724925;51486;;1
15724924;50814;;1
15724923;50696;;1
15724988;55058;;1
15725186;56342;;1
15725184;56338;;1
15725185;56340;;1
15725121;55954;;1
22682392;59118;;0
15725181;56330;;1
15725180;56328;;1
15725581;58534;;1
15725531;58244;;1
15725527;58236;1348.44;1
15725514;58148;;1
15725530;58242;;1
22682590;60174;;0
15725719;59136;;1
15725717;59132;492.22;2
15725542;58266;;1
15725541;58264;;1
15725360;56798;695.55;0
15725754;59204;;1
15725126;55964;;1
15725118;55946;;1
15725116;55942;;1
15725117;55944;;1
15725267;56582;;1
15725268;56584;;1
15725738;59174;;1
15724989;55060;;1
15725535;58252;;1
15725534;58250;;1
15725753;59202;;1
15724912;40652;;1
15725264;56576;;1
15725189;56350;;1
15725190;56352;;1
15725731;59160;;2
15725564;58310;;1
15725563;58308;;1
15725730;59158;328.22;0
15725338;56724;;1
22682622;60294;;0
15725324;56696;;1
15725323;56694;;1
15725367;56808;;1
15725308;56664;;1
15725307;56662;;1
15725310;56668;;1
15725311;56670;;1
15725273;56594;;1
15725272;56592;398.55;5
15725755;59206;587.77;0
15725756;59208;758.55;0
15725246;56542;;1
15725245;56540;;1
15725183;56334;;1
15725182;56332;;1
15725580;58532;;1
15725205;56408;358.55;0
15725206;56410;;1
15725207;56412;;1
15725209;56438;;1
15725704;59106;748.44;0
15725595;58576;;1
15725230;56510;;1
22682379;59086;;0
15725087;55876;;1
15725596;58582;;1
15725266;56580;;1
15725265;56578;;1
15725269;56586;;1
15725306;56660;;1
15725283;56614;;1
15725505;58108;;1
17040906;57334;505.05;0
15725219;56484;;1
15725202;56390;;1
15725244;56538;;1
15725243;56536;;1
15725726;59150;332.22;0
15725228;56506;;1
15725227;56504;;1
22682295;57894;;0
15725187;56344;;1
22682321;58270;;0
15725085;55872;;1
15725084;55870;;1
15725086;55874;;1
15727000;63616;;1
15727001;63618;;1
15727002;63620;;1
15727003;63622;;1
22682215;55428;;0
22682208;55316;;0
22682202;55036;;0
15727008;63630;;1
15727433;DL-T1700-TW-XEE3V3-500-RW-W7PR;1515.05;1
15727632;LN-M91P-TW-I5-2400-500-RW-W7PR;;0
15727634;LN-M92P-DT-I53-500-RW-W7PR;528.22;67
15727635;LN-M92P-US-I53-320-RW-W7PR;;1
15727636;LN-M93P-US-I54-250-W8PR;;0
15727637;LN-P300-TW-I74-W8PR;;0
15727638;LN-P300-TW-XEE3V3-W7PR;1544.44;0
15727640;LN-S20-TW-XEE-250-RW-W7PR;558.55;7
15727212;67242;;1
15727624;LN-M82P-DT-PEN2-500-DVD-W7PR;;0
15727625;LN-M82P-DT-PEN6-500-DVD-W7PR;;6
15727628;LN-M900-US-I56-W10PR;;0
15727629;LN-M91P-TW-I52-250-DVD-W7PR;522.22;2
15727630;LN-M91P-TW-I5-2400-250-DVD-NOCOA;;0
15727631;LN-M91P-TW-I5-2400-500-RW-NOCOA;;2
22682214;55412;;0
15726999;63614;;1
15727616;LN-M81-DT-I32-250-RW-W7PR;342.22;47
15727618;LN-M81-DT-I32-500-RW-W7PR;342.22;1
15727619;LN-M81-TW-I5-2400-1000-RW-NOCOA;;1
15727620;LN-M82-DT-I32-500-RW-W7PR;362.22;1
15727621;LN-M82-DT-I33-500-RW-W7PR;;0
15727622;LN-M82-DT-PEN2-500-DVD-W7PR;534.22;13
